Age,Gender,Employment,Income,Repayment_History,Loan_Amount,Loan_Purpose,Existing_Debt,Loan_Tenure,Region,Loan_Status
1.2647457619246252,1,0,-0.18218375972648307,0.41173269183271005,-0.21124124943736647,2,-0.15544688129230305,0.2732312961117544,2,1
0.47331292680261156,1,0,-0.144684160081343,0.41173269183271005,-0.21124124943736647,3,-0.18655862660749156,0.2732312961117544,0,0
-0.6346930423682077,1,1,-0.6236563191851775,0.41173269183271005,-0.9489964681145835,0,-0.2590336714783255,0.2732312961117544,2,1
1.5813188959734308,1,0,-0.32288473690742187,0.41173269183271005,-0.3064354712021687,1,-0.39099123163512894,0.2732312961117544,2,1
-1.1886960269536173,1,0,-0.15878524920410228,0.41173269183271005,-0.05655063906956289,2,0.10706029661912145,0.2732312961117544,2,1
-0.15983334129499943,1,1,0.40107447607643937,0.41173269183271005,1.4427583537260718,0,-0.04800818509823908,0.2732312961117544,2,1
1.2647457619246252,1,0,-0.49209780638053324,0.41173269183271005,-0.6039174142171756,0,-0.47905095841918977,0.2732312961117544,2,1
-0.3181199083194022,1,0,-0.23006547993453383,-2.428760260810931,0.1457370821806418,2,-0.12269073509018585,0.2732312961117544,1,0
-0.0015467742705966999,1,0,-0.23130513612115003,0.41173269183271005,0.26472985938664456,0,-0.711232747344325,0.2732312961117544,2,1
-0.9512661764170132,1,0,2.6008443792268876,0.41173269183271005,2.4184991268152944,3,1.2472967816391156,0.2732312961117544,1,0
-0.9512661764170132,1,0,-0.484194998190855,0.41173269183271005,-0.9013993572321825,0,-0.25960999315740435,0.2732312961117544,2,1
0.07759650924160467,1,0,-0.4160139079269639,0.41173269183271005,-0.4373275261287717,3,-0.2645293327483943,0.2732312961117544,2,1
1.027315911388021,1,0,0.6437371746065607,0.41173269183271005,0.6455067464458534,3,-0.2516097535623193,0.2732312961117544,2,1
1.3438890454368266,1,0,-0.3613140786925241,0.41173269183271005,-0.3778311375257703,2,-0.3308051482033984,0.2732312961117544,0,0
0.07759650924160467,1,0,-0.718954888531298,0.41173269183271005,-1.532061076423997,0,-0.40421939894574827,-3.4548579441686273,2,1
-1.5844124445146242,1,0,-0.3214901236974786,0.41173269183271005,-0.2469390825991673,2,-0.28888428103391467,0.2732312961117544,2,1
-0.08069005778279807,1,0,-0.5313019332822706,0.41173269183271005,-0.5444210256141742,0,-0.5140724595236381,-1.5908133240284363,2,1
-1.6635557280268256,0,0,-0.5446282372883947,-2.428760260810931,-0.8300036909085807,0,-0.34240728528246084,0.2732312961117544,2,0
0.07759650924160467,1,0,-0.3312524161670812,0.41173269183271005,-0.1517448608343651,1,-0.36285332389957875,0.2732312961117544,0,0
1.660462179485632,1,0,-0.14328954687139978,0.41173269183271005,-0.36593185980517007,0,-0.31366803262430387,0.2732312961117544,2,1
0.552456210314813,1,0,0.09844340951875936,-2.428760260810931,-0.49682391473177306,2,1.0677976038214259,0.2732312961117544,2,0
1.185602478412424,1,0,0.7058749409606977,0.41173269183271005,2.013923684314885,3,-0.5112810665486425,0.2732312961117544,2,1
-1.6635557280268256,1,0,-0.38951625693804265,-2.428760260810931,-0.3540325820845698,0,-0.6565528509794947,0.2732312961117544,1,0
-0.15983334129499943,1,0,-0.2700443919529063,-2.428760260810931,-0.4016296929669709,1,-0.502802513030519,0.2732312961117544,0,0
0.789886060851417,1,0,-0.05930284022815217,0.41173269183271005,0.06244213813643986,2,-0.03151580839466419,0.2732312961117544,1,0
-0.8721228929048118,1,1,0.392861753840107,0.41173269183271005,0.5384132469604509,0,0.7302326725913517,0.2732312961117544,1,1
-0.08069005778279807,1,0,-0.3056845073181221,0.41173269183271005,-0.2826369157609681,2,-0.6503899543303925,0.2732312961117544,1,1
1.660462179485632,1,0,-0.2725237043261387,0.41173269183271005,-0.4254282484081714,1,0.27210916953070097,0.2732312961117544,2,1
0.15673979275380603,1,0,-0.8650793615286826,0.41173269183271005,-1.317874077453192,1,-0.4315454659177532,0.2732312961117544,2,0
0.3150263597782088,0,0,-0.18466307209971547,0.41173269183271005,-0.3064354712021687,2,-0.7016271687280814,0.2732312961117544,1,1
1.5021756124612293,1,0,0.07907378160288123,0.41173269183271005,0.6574060241664537,0,-0.02774570267835587,0.2732312961117544,2,0
0.39416964329041015,1,0,-0.5977784962895644,0.41173269183271005,-0.8538022463497813,3,-0.09727084379380622,0.2732312961117544,2,0
-0.5555497588560063,1,1,-0.3614690357158511,0.41173269183271005,-0.4730253592905725,1,-0.2731468053088085,0.2732312961117544,0,0
-0.6346930423682077,1,0,-0.28786444963551416,0.41173269183271005,-0.3778311375257703,0,-0.6618983725949577,0.2732312961117544,1,1
1.660462179485632,1,0,1.313306472402636,0.41173269183271005,2.0734200729178864,0,-0.4758650519660651,0.2732312961117544,0,0
-1.5844124445146242,1,0,-0.4157039938803099,0.41173269183271005,-0.21124124943736647,3,-0.6629406536130434,0.2732312961117544,2,1
1.1064591949002225,1,0,-0.5991731094995075,-2.428760260810931,-0.5444210256141742,1,-0.32971108598602383,0.2732312961117544,2,0
-1.2678393104658185,0,0,-0.2942176875919222,0.41173269183271005,-0.020852805907762065,1,0.13279258961786786,0.2732312961117544,1,1
-0.15983334129499943,1,0,0.6742637082019846,0.41173269183271005,0.45511830291624894,0,-0.5925407931153774,0.2732312961117544,2,1
-1.1095527434414159,1,0,-0.24928015082708493,0.41173269183271005,-0.4254282484081714,0,-0.49698427656991206,0.2732312961117544,1,1
1.2647457619246252,1,0,-0.5306821051889625,0.41173269183271005,-0.7824065800261797,3,-0.5709325286600614,0.2732312961117544,2,0
-0.3972631918316036,1,0,-0.6216418778819263,0.41173269183271005,-1.1750827448059888,3,-0.6377487283053882,0.2732312961117544,2,1
-1.5052691610024227,1,0,-0.7166305331813926,0.41173269183271005,-0.841902968629181,1,-0.20822075292960468,0.2732312961117544,2,1
0.15673979275380603,1,0,-0.11586215374251632,0.41173269183271005,-0.13984558311376483,2,-0.38802146899836204,0.2732312961117544,1,1
-0.713836325880409,1,1,-0.36100416464587004,0.41173269183271005,-0.5920181364965753,1,-0.34871558635211,0.2732312961117544,2,1
-1.1095527434414159,0,0,-0.5601239396210973,0.41173269183271005,-0.6872123582613775,0,-0.5248799281740995,0.2732312961117544,2,1
0.2358830762660074,1,0,-0.21317516439188808,0.41173269183271005,-1.2107805779677896,1,0.15703378912396757,0.2732312961117544,2,1
-1.6635557280268256,1,0,-0.18652255637963977,0.41173269183271005,-0.020852805907762065,2,-0.1574446930073689,0.2732312961117544,2,1
-0.2389766248072008,0,0,-0.14561390222130513,-2.428760260810931,-0.3064354712021687,3,-0.21884931489990228,0.2732312961117544,2,0
0.39416964329041015,0,0,-0.11617206778917037,0.41173269183271005,-0.020852805907762065,2,-0.512850231682288,0.2732312961117544,1,1
-1.2678393104658185,0,0,-0.5350209018421191,0.41173269183271005,-0.5444210256141742,2,-0.3341907192135615,0.2732312961117544,1,1
1.660462179485632,0,0,-0.6103300151790534,0.41173269183271005,-0.3064354712021687,2,-0.24589825630130893,0.2732312961117544,1,1
-1.1886960269536173,0,0,-0.4330591804929367,0.41173269183271005,-0.4016296929669709,3,-0.5997942480639911,0.2732312961117544,1,0
0.9481726278758198,1,0,-0.37324576948870497,0.41173269183271005,-0.13984558311376483,2,-0.233004592776395,0.2732312961117544,2,0
-0.713836325880409,0,1,0.6934783790945357,-2.428760260810931,1.6688446304174769,2,1.8233494240124792,0.2732312961117544,2,0
-0.4764064753438049,1,0,-0.4880689237740306,0.41173269183271005,-0.580118858775975,2,-0.0826921066955056,0.2732312961117544,1,1
1.027315911388021,1,0,-0.5116223913197384,0.41173269183271005,-0.5920181364965753,0,-0.4691039909504446,0.2732312961117544,1,1
1.3438890454368266,1,0,-0.22603659732803116,0.41173269183271005,-0.12794630539316454,2,-0.3086338959064301,0.2732312961117544,0,0
-1.5052691610024227,1,0,0.5121786618019164,0.41173269183271005,0.40752119203384785,3,1.1797130709872117,0.2732312961117544,2,1
-1.6635557280268256,1,0,-0.12531453216546487,0.41173269183271005,-0.020852805907762065,2,-0.21827278943055264,0.2732312961117544,2,1
-1.34698259397802,1,0,-0.11291797029930285,0.41173269183271005,-0.3064354712021687,2,-0.7027090917717694,0.2732312961117544,2,1
1.5021756124612293,1,0,-0.6191625655086939,0.41173269183271005,-0.5563203033347744,3,-0.014633040890773642,0.2732312961117544,2,1
-1.5052691610024227,1,1,-0.1497977418511348,-2.428760260810931,0.2290320262248437,2,-0.5576591389632667,-2.5228356340985316,0,0
0.47331292680261156,1,0,-0.32226490881411374,-2.428760260810931,-0.21124124943736647,3,0.008880415442484055,0.2732312961117544,0,0
-0.3972631918316036,0,0,-0.4429764299858663,-2.428760260810931,-0.3540325820845698,2,-0.5469105044342072,0.2732312961117544,1,0
0.2358830762660074,1,0,0.5107840485919731,0.41173269183271005,1.3356648542406693,3,-0.6740135206430963,0.2732312961117544,1,0
1.660462179485632,1,0,-0.24339178394065797,-2.428760260810931,-0.23503980487856702,2,-0.4681186656433047,-2.5228356340985316,2,0
0.8690293443636183,1,0,0.5772606115992669,0.41173269183271005,1.9782258511530841,2,1.428312582162394,0.2732312961117544,2,1
-1.0304094599292146,1,1,0.01166747645562532,0.41173269183271005,-0.2469390825991673,0,-0.21825203962623888,-4.386880254238722,2,1
1.027315911388021,0,0,-0.4222121888600449,-2.428760260810931,-0.11604702767256427,0,-0.4810194118670881,0.2732312961117544,1,0
-0.713836325880409,1,0,-0.1163270248124974,0.41173269183271005,0.31232697026904566,2,-0.5487697205832669,0.2732312961117544,2,1
0.6315994938270143,1,1,-0.5074385516899087,0.41173269183271005,-0.580118858775975,2,-0.4760093729535342,0.2732312961117544,1,1
-0.6346930423682077,1,0,-0.546177807521665,0.41173269183271005,-0.7705073023055794,1,0.15200625932713444,-0.6587910139583409,1,1
-1.1886960269536173,1,0,-0.3517067432462485,-2.428760260810931,-0.6039174142171756,3,-0.16397144255646132,0.2732312961117544,1,0
-0.713836325880409,1,1,0.002370055056003815,0.41173269183271005,0.49081613607804975,1,0.028984572891329285,0.2732312961117544,1,1
-0.0015467742705966999,1,0,-0.5074385516899087,0.41173269183271005,-0.3897304152463706,0,0.10403524764030056,2.1372759162519452,2,0
1.3438890454368266,1,0,0.22860730911346044,0.41173269183271005,0.35992408115144675,0,-0.20910988224127908,0.2732312961117544,2,0
-0.15983334129499943,1,1,-0.4652902413449579,0.41173269183271005,-0.4254282484081714,0,-0.6764577206250425,0.2732312961117544,2,0
-0.5555497588560063,1,0,0.022049597018536,-2.428760260810931,0.40752119203384785,0,-0.4804032494027596,-0.6587910139583409,1,0
-0.3972631918316036,1,1,-0.23641871789094185,0.41173269183271005,-0.18744269399616592,2,-0.4588064240104414,0.2732312961117544,1,1
0.07759650924160467,0,0,-0.4925626774505143,0.41173269183271005,-0.41352897068757116,0,-0.3318241434700369,0.2732312961117544,1,1
0.2358830762660074,1,1,-0.7174053182980277,0.41173269183271005,-0.21124124943736647,2,-0.4615920575836383,0.2732312961117544,1,1
0.15673979275380603,0,0,-0.583522450143478,0.41173269183271005,0.2528305816660443,2,-0.4410877311236372,0.2732312961117544,2,0
1.423032328949028,1,0,0.18986805328170417,0.41173269183271005,1.4189597982848712,0,-0.18607385225001175,0.2732312961117544,1,0
0.47331292680261156,1,0,-0.4705587801380767,0.41173269183271005,-1.1393849116441879,0,-0.24481484749021745,-1.5908133240284363,2,1
-0.6346930423682077,1,0,-0.32970284593381094,0.41173269183271005,-0.11604702767256427,3,-0.34449305841449884,0.2732312961117544,1,1
-1.7426990115390268,1,0,-0.262141583763228,0.41173269183271005,-0.5563203033347744,1,-0.40085355190202565,0.2732312961117544,1,1
0.15673979275380603,1,0,-0.37293585544205093,0.41173269183271005,-0.49682391473177306,0,-0.18733323672656432,0.2732312961117544,1,1
-1.2678393104658185,1,0,0.2388344726530441,0.41173269183271005,0.7644995236518561,3,0.5669479994549909,0.2732312961117544,2,1
-1.1095527434414159,1,0,0.4396587748848686,0.41173269183271005,0.34802480343084646,3,-0.29424776885127707,0.2732312961117544,1,1
0.07759650924160467,1,0,-0.18078914651653985,0.41173269183271005,-0.17554341627556563,1,-0.18200451566628165,0.2732312961117544,1,1
-1.7426990115390268,1,0,0.7560810165186539,0.41173269183271005,0.50271541379865,2,0.12209979824310742,-2.5228356340985316,1,1
1.660462179485632,1,0,-0.299331269361714,0.41173269183271005,-0.7705073023055794,0,-0.2750901773264203,0.2732312961117544,2,1
-1.1886960269536173,1,0,-0.4480900117556581,0.41173269183271005,-0.2826369157609681,1,-0.2137716822601323,0.2732312961117544,1,1
0.07759650924160467,1,0,-0.5275829647224219,0.41173269183271005,-1.4368668546591947,0,-0.2622886961197533,-3.4548579441686273,1,1
-0.9512661764170132,1,0,-0.03760885696236866,0.41173269183271005,-0.21124124943736647,3,0.6076073892148358,0.2732312961117544,2,0
-0.4764064753438049,0,0,-0.3469030755231107,0.41173269183271005,-0.10414774995196399,3,-0.6581585079174644,0.2732312961117544,1,1
-1.1886960269536173,1,0,-0.6276852017916802,0.41173269183271005,-1.1393849116441879,2,-0.5542188916839491,0.2732312961117544,1,1
0.9481726278758198,1,0,-0.4395673754726717,0.41173269183271005,-0.36593185980517007,3,-0.642665623716338,-2.5228356340985316,1,1
0.9481726278758198,1,0,-0.2672551655330198,0.41173269183271005,-0.17554341627556563,3,-0.3839249512093331,0.2732312961117544,1,1
0.789886060851417,1,0,0.08155309397611364,0.41173269183271005,-0.1517448608343651,1,-0.42427937383729575,-2.5228356340985316,2,1
-1.4261258774902215,1,0,0.2516959055891872,0.41173269183271005,0.06244213813643986,0,0.39102467479655034,0.2732312961117544,1,1
1.5021756124612293,1,0,1.0266359792476396,0.41173269183271005,-0.21124124943736647,0,1.1198679522738384,0.2732312961117544,2,1
1.2647457619246252,1,0,0.1875436979317988,0.41173269183271005,-0.21124124943736647,1,0.23169779947915387,0.2732312961117544,1,1
1.423032328949028,1,0,-0.38037379256174814,0.41173269183271005,0.16953563762184234,2,0.23439470457906889,0.2732312961117544,2,1
0.39416964329041015,1,0,-0.4559928199453364,0.41173269183271005,-0.5444210256141742,0,-0.06636376472864865,0.2732312961117544,2,1
-1.2678393104658185,1,0,0.8550985544246229,0.41173269183271005,0.9429886894608602,3,1.8151439024862919,0.2732312961117544,2,1
-1.1095527434414159,1,0,0.04777246289082217,0.41173269183271005,-0.3064354712021687,0,0.04359976405423504,0.2732312961117544,0,0
-1.1886960269536173,1,0,0.058154583453732846,-2.428760260810931,0.8358951899754578,3,-0.18601643112401758,0.2732312961117544,2,0
-0.8721228929048118,1,0,-0.6507737982674069,0.41173269183271005,-0.6158166919377758,2,-0.5889053499138455,2.1372759162519452,1,1
0.8690293443636183,1,0,-0.2647758531597874,0.41173269183271005,-0.11604702767256427,1,-0.4563652346317437,0.2732312961117544,2,1
0.789886060851417,0,0,-0.2731435324194468,0.41173269183271005,-0.08034919451076344,0,-0.34399561234010667,0.2732312961117544,1,1
-0.0015467742705966999,1,0,0.10247229212526202,-2.428760260810931,0.07434141585704014,1,-0.1785859798077969,0.2732312961117544,0,0
0.07759650924160467,0,1,0.06605739164341112,0.41173269183271005,-0.21124124943736647,0,-0.0753733203311967,0.2732312961117544,1,1
1.1064591949002225,1,0,-0.3059944213647761,0.41173269183271005,-0.3302340266433692,3,0.013830721035266268,0.2732312961117544,1,1
0.9481726278758198,1,0,1.1712108820117542,0.41173269183271005,0.4670175806368492,1,2.595755182723211,-2.5228356340985316,0,1
1.660462179485632,0,0,-0.24401161203396607,0.41173269183271005,0.09813997129824069,0,-0.27153434325507375,0.2732312961117544,1,1
1.3438890454368266,1,0,-0.5288226209090382,0.41173269183271005,-0.7229101914231782,3,-0.3144350805357621,0.2732312961117544,2,1
